id,#,S,PLAYER,PO,MIN,PTS,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OR,DR,TR,AS,TO,ST,BS,BSR,F,FD,EFF
18404,2,-,ルブライアン・ナッシュ,SF,23:43,10,3,5,60.0%,1,1,100.0%,3,4,75.0%,2,4,6,2,0,1,0,0,2,5,19
9392,5,〇,ダニエル・ミラー,C,30:46,8,3,4,75.0%,0,0,-,2,3,66.7%,2,8,10,2,2,0,0,0,3,2,15
10263,7,〇,澤邉 圭太,SG,14:42,13,4,6,66.7%,1,2,50.0%,4,4,100.0%,0,2,2,2,1,1,0,0,0,3,18
9413,9,-,矢代 雪次郎,PG/SG,00:00,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0
30526,15,-,渡辺 翔太,PG,21:11,5,1,4,25.0%,0,2,0.0%,3,5,60.0%,0,3,3,5,2,1,0,0,2,5,10
8489,18,-,鎌田 裕也,PF,00:04,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0
12634,21,〇,エリック・ジェイコブセン,C/PF,25:27,22,8,8,100.0%,0,0,-,6,7,85.7%,1,3,4,2,0,0,0,0,1,4,30
30347,22,〇,笹倉 怜寿,PG,29:37,9,3,14,21.4%,2,7,28.6%,1,2,50.0%,1,3,4,8,2,1,0,1,2,2,7
8652,26,-,金城 茂之,SG/SF,19:24,7,2,7,28.6%,2,5,40.0%,1,2,50.0%,1,0,1,0,0,0,0,0,2,1,1
18170,32,-,臼井 弘樹,PF,00:00,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0
8840,58,-,寒竹 隼人,SF,13:05,3,1,6,16.7%,1,6,16.7%,0,0,-,0,1,1,1,1,0,0,0,1,0,-2
8481,91,〇,片岡 大晴,SG,22:01,9,3,5,60.0%,0,1,0.0%,3,4,75.0%,0,1,1,1,0,1,0,0,1,3,11
,,,TEAM / COACHES,,,0,0,0,-,0,0,-,0,0,-,2,1,3,0,0,0,0,0,0,0,0
,,,合計,,200:00,86,28,59,47.5%,7,24,29.2%,23,31,74.2%,9,26,35,23,8,5,0,1,14,25,112
